ano_publicacao_contrato;codigo_orgao_entidade_contratante;nome_orgao_entidade_contratante;nome_empresarial_nome_fornecedor;cnpj_cpf_fornecedor_formatado;nome_empresarial_nome_fornecedor_1;unnamed_6;tipo_pessoa_fornecedor;numero_processo_formatado;numero_contrato;indicador_termo_de_contrato;situacao_contrato;descricao_tipo_de_contrato;objeto_contrato;unnamed_14;unnamed_15;unnamed_16;unnamed_17;unnamed_18;unnamed_19;data_assinatura_contrato;data_inicio_vigencia_contrato;data_termino_vigencia_contrato;procedimento_contratacao_grupo;procedimento_contratacao_detalhamento_1;procedimento_contratacao_especializacao;contrato_termoaditivo_arquivos;valor_total_atualizado;valor_despesa_empenhada;valor_despesa_liquidada
2025;1250;POLICIA MILITAR DE MINAS GERAIS;ESCALA ENGENHARIA LTDA -EPP;17.100.553/0001-19;ESCALA ENGENHARIA LTDA -EPP;;PESSOA JURÍDICA;1250133 000026/2025;9484362;SIM;Encerrado;Serviço;Contratação da prestação de serviços de empresa de arquitetura/engenharia para execução de serviços a fim de realizar a reforma e revitalização do piso do 2º pavimento do prédio do CRS/PMMG, localizado na Rua dos Pampas, nº 701, Prado, Belo Horizonte, Minas Gerais.;;;;;;;2025-11-18;2025-11-20;2026-02-20;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199664;60752,7;60752,7;60752,7
2025;1250;POLICIA MILITAR DE MINAS GERAIS;E TAMUSSINO E CIA LTDA;33.100.082/0008-71;E TAMUSSINO E CIA LTDA;;PESSOA JURÍDICA;1255302 000296/2025;9479854;SIM;Vigente publicado;Fornecimento;Aquisição de material médico hospitalar e material especial, sob a forma de entrega parcelada.;;;;;;;2025-10-06;2025-10-13;2026-10-13;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198648;7500,0;3000,0;0,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;E. TRIPODE INDUSTRIA E COMERCIO DE MOVEIS LTDA;22.228.425/0001-95;E. TRIPODE INDUSTRIA E COMERCIO DE MOVEIS LTDA;;PESSOA JURÍDICA;1259662 000131/2024;9447421;SIM;Encerrado;Fornecimento;Armários tipo Roupeiro para vestiário.;;;;;;;2025-01-03;2025-01-04;2025-07-31;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=192810;251622,35;251622,35;251622,35
2025;1250;POLICIA MILITAR DE MINAS GERAIS;EXTINTORES PRATA LTDA;00.121.880/0001-54;EXTINTORES PRATA LTDA;;PESSOA JURÍDICA;1259966 000110/2025;9492892;SIM;Vigente publicado;Serviço; Contratação de empresa especializada em manutenção completa de extintores de incêndio (recarga e reposição de peças) para atender a demanda das Unidades da 2ª RPM.;;;;;;;2025-12-29;2025-12-30;2026-12-29;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=206417;9450,0;9450,0;9450,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FAP ENGENHARIA E CONSTRUCAO LTDA;28.824.379/0001-73;FAP ENGENHARIA E CONSTRUCAO LTDA;;PESSOA JURÍDICA;1252157 000008/2025;9481319;SIM;Vigente publicado;Obra;Execução de reforma e revitalização da cobertura das salas de aulas (prédio anexo) do Colégio Tiradentes da Polícia Militar de Minas Gerais - Unidade Gameleira, conforme especificações, condições, quantidades e prazos estabelecidos no Edital da Concorrência Eletrônica nº 08/2025, Processo SEI nº 1250.01.0015067/2025-41, e seus anexos.;;;;;;;2025-10-23;2025-10-24;2026-10-19;Obras e serviços de engenharia - Lei nº 14.133/21;Concorrência;Concorrência - Concorrência eletrônica;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199068;94490,81;94490,81;0,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FAP ENGENHARIA E CONSTRUCAO LTDA;28.824.379/0001-73;FAP ENGENHARIA E CONSTRUCAO LTDA;;PESSOA JURÍDICA;1259966 000080/2025;9481607;SIM;Vigente publicado;Serviço;REPARO, RESTAURAÇÃO E RECUPERAÇÃO DE BENS IMÓVEIS: contratação de empresa de arquitetura/engenharia para execução de serviços visando a reforma da cobertura da Casa Funcional do Comandante da 2ª Região da Polícia Militar de Minas Gerais, localizado no Condomínio Estância do Hibisco na Rua Bernardo Monteiro, 1000 - Centro, Contagem, Minas Gerais.;;;;;;;2025-10-28;2025-10-29;2026-10-28;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199178;82399,99;82399,99;0,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FELIPE ALVARENGA COMERCIO E SERVICOS DE ENGENHARIA LTDA;42.889.678/0001-17;FELIPE ALVARENGA COMERCIO E SERVICOS DE ENGENHARIA LTDA;;PESSOA JURÍDICA;1257654 000025/2025;9471504;SIM;Vigente publicado;Serviço;Contratação de empresa especializada para prestação de serviços continuados de manutenção preventiva e corretiva em aparelhos de ar condicionado, de diversas marcas e modelos, pertencentes as unidades apoiadas pela 11ª RPM, nas cidades de Montes Claros/MG, Januária/MG, Janaúba/MG, São Francisco/MG e Taiobeiras/MG, com substituição de peças, quando necessário, que deve ser executado conforme condições do Termo de Referência.;;;;;;;2025-08-14;2025-08-19;2026-08-18;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196463;54400,0;22380,0;22380,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FELIPE ALVARENGA COMERCIO E SERVICOS DE ENGENHARIA LTDA;42.889.678/0001-17;FELIPE ALVARENGA COMERCIO E SERVICOS DE ENGENHARIA LTDA;;PESSOA JURÍDICA;1259966 000057/2025;9477322;SIM;Vigente publicado;Serviço;A prestação do serviço de manutenção corretiva e preventiva dos ares-condicionados da Sede da 214ª Cia/ 48° BPM e da Sede do 48° Batalhão da Policia Militar, em Ibirité/MG,;;;;;;;2025-08-29;2025-08-30;2026-08-28;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197997;5800,0;5800,0;5800,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FERRO ARTE SERRALHERIA LTDA;51.303.244/0001-84;FERRO ARTE SERRALHERIA LTDA;;PESSOA JURÍDICA;1254266 000029/2025;9480977;SIM;Vigente publicado;Serviço;Prestação de serviços de serralheria para instalação de um portão no hangar da 2ª BRAVE, bem como a instalação de um sistema de exaustor eólico;;;;;;;2025-10-27;2025-10-30;2026-10-30;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198945;59955,0;59955,0;59955,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;F.F. CONTROLE E CERTIFICACAO LTDA;11.105.408/0001-44;F.F. CONTROLE E CERTIFICACAO LTDA;;PESSOA JURÍDICA;1255302 000125/2025;9469980;SIM;Vigente publicado;Serviço;Prestação de SERVIÇO TÉCNICO ESPECIALIZADO DE CERTIFICAÇÃO E QUALIFICAÇÃO DE DESEMPENHO LABORATORIAL, sem dedicação exclusiva de mão de obra, que deve ser executado conforme condições do Termo de Referência.;;;;;;;2025-05-30;2025-06-03;2026-06-02;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195737;10720,0;10720,0;10720,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;F J A COSTA CONSTRUCOES -ME;13.531.312/0001-73;F J A COSTA CONSTRUCOES -ME;;PESSOA JURÍDICA;1259965 000070/2025;9491003;SIM;Vigente publicado;Serviço e Fornecimento;SERVIÇOS DE REFORMA, READEQUAÇÃO, REESTRUTURAÇÃO DA PAREDE (FACHADA) E DO SAGUÃO PRINCIPAL DO PRÉDIO DO BATALHÃO DE OPERAÇÕES POLICIAIS ESPECIAIS - BOPE/CME/PMMG;;;;;;;2025-12-18;2025-12-19;2026-12-18;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=202378;59450,0;59450,0;0,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FOX INDUSTRIA METALURGICA LTDA;29.178.797/0001-01;FOX INDUSTRIA METALURGICA LTDA;;PESSOA JURÍDICA;1259662 000030/2025;9470133;SIM;Encerrado;Fornecimento;ARMÁRIO TIPO ROUPEIRO PARA VESTIÁRIO;;;;;;;2025-06-03;2025-06-04;2026-06-03;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195811;1149678,0;1149678,0;1149678,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FRANCIMARA COUTO DA SILVA LTDA;29.035.394/0001-03;FRANCIMARA COUTO DA SILVA LTDA;;PESSOA JURÍDICA;1259973 000009/2025;9478117;SIM;Vigente publicado;Serviço;O objeto do presente Contrato é a prestação de serviços de Contratação de empresa especializada para a prestação de serviços de reforma e melhorias nas dependências da Banda de Música e sede da 18ª RPM, localizado em Poços de Caldas. A contratação inclui o fornecimento de equipamentos, materiais e mão de obra necessários para a execução das obras, que abrangerão intervenções específicas nas instalações da Banda de Música da 18ª RPM (sala de ensaios, refeitório, alojamento feminino, depósito externo e Studio 5) e da Seção de Frota da 18ª RPM (refeitório e depósito), que deve ser executado conforme condições do Termo de Referência e demais anexos.;;;;;;;2025-08-31;2025-09-01;2026-08-31;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198013;59000,0;59000,0;59000,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FUJITECH EQUIPAMENTOS MEDICOS LTDA;03.606.427/0001-26;FUJITECH EQUIPAMENTOS MEDICOS LTDA;;PESSOA JURÍDICA;1255302 000078/2025;9468728;SIM;Vigente publicado;Serviço e Fornecimento;Serviços de manutenção preventiva e corretiva em diversos equipamentos médico-hospitalares, da marca Fujifilm-Fujinon, em uso no Hospital da Polícia Militar de Minas Gerais, com o fornecimento de peças e de acessórios originais e assistência técnica, e o fornecimento de peças, insumos e acessórios da ATEMOH.;;;;;;;2025-06-09;2025-06-10;2026-06-10;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Fornecedor exclusivo;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195558;462666,75;339049,4;292389,68
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FUJITECH EQUIPAMENTOS MEDICOS LTDA;03.606.427/0001-26;FUJITECH EQUIPAMENTOS MEDICOS LTDA;;PESSOA JURÍDICA;1255302 000210/2025;9471286;SIM;Vigente publicado;Fornecimento;Aquisição de acessórios para equipamentos médicos hospitalares da marca Fujifilm / Fujinon, existentes e em pleno uso na Clínica de Endoscopia do Hospital da Polícia Militar de Minas Gerais - HPM.;;;;;;;2025-07-07;2025-07-10;2026-07-10;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Fornecedor exclusivo;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196418;1310237,0;1310237,0;1310237,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FUNDACAO DOM CABRAL;19.268.267/0001-92;FUNDACAO DOM CABRAL;;PESSOA JURÍDICA;1255125 000082/2025;9483048;SIM;Rescindido;Serviço;O OBJETO DO PRESENTE CONTRATO É A PRESTAÇÃO DE SERVIÇOS DE CAPACITAÇÃO COMPLEMENTAR AO CURSO DE COMANDO E_x000D_ ESTADO-MAIOR (CCEM) DA POLÍCIA MILITAR DE MINAS GERAIS A SER EXECUTADO PELA FUNDAÇÃO DOM CABRAL, CONFORME ESPECIFICAÇÕES_x000D_ MÍNIMAS CONTIDAS NO TERMO DE REFERÊNCIA._x000D_ ;;;;;;;2025-11-18;2025-11-19;2026-11-18;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Notória especialização em treinamento e aperfeiçoamento de pessoal;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199465;425000,0;0,0;0,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FUNDACAO DOM CABRAL;19.268.267/0001-92;FUNDACAO DOM CABRAL;;PESSOA JURÍDICA;1255125 000088/2025;9485628;SIM;Vigente publicado;Serviço;O objeto do presente Contrato é a Prestação de serviços de capacitação complementar ao Curso de Comando e Estado-Maior (CCEM) da Polícia Militar de Minas Gerais a ser executado pela Fundação Dom Cabral, conforme especificações mínimas contidas no Termo de Referência._x000D_ ;;;;;;;2025-12-01;2025-12-02;2026-12-02;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Notória especialização em treinamento e aperfeiçoamento de pessoal;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199860;425000,0;425000,0;0,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FUNDACAO GUIMARAES ROSA;04.853.455/0001-00;FUNDACAO GUIMARAES ROSA;;PESSOA JURÍDICA;1254266 000010/2025;9468738;SIM;Vigente publicado;Serviço;Contratação de PESSOA JURÍDICA para realizar gestão de treinamentos de pilotos de aeronaves de asas fixas, sendo: 03 (TRÊS) Treinamentos INICIAIS, currículo de solo (teórico) e de voo em simulador de voo, realizado em centro de treinamento homologado pela ANAC para concessão da CHT para pilotos da aeronave C550 (Citation B) nos termos do RBAC 61, Item 61.213, Emenda 14, que deve ser executado conforme condições do Termo de Referência.;;;;;;;2025-05-23;2025-05-27;2026-05-27;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195555;633226,25;166453,8;166453,8
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FUNDACAO GUIMARAES ROSA;04.853.455/0001-00;FUNDACAO GUIMARAES ROSA;;PESSOA JURÍDICA;1254266 000046/2025;9492507;SIM;Vigente publicado;Serviço;treinamentos simulados para pilotos do COMAVE;;;;;;;2025-12-23;2025-12-24;2026-12-24;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=204811;827615,77;640671,47;0,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;FUNDACAO GUIMARAES ROSA;04.853.455/0001-00;FUNDACAO GUIMARAES ROSA;;PESSOA JURÍDICA;1255125 000011/2025;9460027;SIM;Vigente publicado;Serviço;O objeto do presente Contrato é a concessão administrativa onerosa de uso de espaço_x000D_ público, para fins comerciais, no interior da Academia de Policia Militar de MG em dois ambientes distintos, um situado no andar térreo do prédio José Geraldo de Oliveira - JGO (Rua Diábase, 320 - Bairro Prado - BH/MG) com 104,36 m² de área e outro situado no andar térreo do prédio da Escola de Formação de Soldados (Rua Diábase, 320 - Bairro Prado - BH/MG) com 55,58 m² de área, totalizando 159,94 m² de área, para exploração de atividade no ramo de livraria, reprografia e papelaria.;;;;;;;2025-04-28;2025-04-29;2026-04-28;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194753;0,35;0,0;0,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GABRIELA OLIVEIRA RIBEIRO CALDAS;25.178.236/0001-43;GABRIELA OLIVEIRA RIBEIRO CALDAS;;PESSOA JURÍDICA;1259972 000021/2025;9484407;SIM;Vigente publicado;Serviço e Fornecimento;Contratação de empresa especializada para a prestação dos serviços de limpeza e higienização de caixas d¿água, bem como de dedetização e desratização, destinados às seguintes Unidades: SAS da 17ª RPM, sem dedicação exclusiva de mão de obra, nos termos e conforme as especificações, exigências/condições e quantidades estabelecidas no Termo de Referência.;;;;;;;2025-12-01;2025-12-05;2026-12-04;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199678;954,99;0,0;0,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GALFI SERVICOS E LOCACOES LTDA;28.397.051/0001-18;GALFI SERVICOS E LOCACOES LTDA;;PESSOA JURÍDICA;0250457 000049/2025;9487807;SIM;Vigente publicado;Serviço;Conserto do telhado do Posto 3 BPMRv/ Mateus Leme.;;;;;;;2025-12-03;2025-12-04;2026-12-04;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199997;10250,0;10200,0;10200,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GALFI SERVICOS E LOCACOES LTDA;28.397.051/0001-18;GALFI SERVICOS E LOCACOES LTDA;;PESSOA JURÍDICA;1259966 000019/2025;9468716;SIM;Vigente publicado;Serviço;"Serviço de serralheria para confecção de portão corrediço, tamanho mínimo de 5,5 mts x 2,0 mts, em metalon e tela (as dimensões dos vãos da tela deverão possuir 20 cm de altura, 05 cm de largura e arame com bitola de 5 mm de grossura), na cor verde; com fornecimento de motor, trilho, controles de acionamento";;;;;;;2025-05-23;2025-05-24;2026-05-23;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195541;8375,0;8375,0;8375,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GAMA LUZ COMERCIO VAREJISTA LTDA;10.174.094/0001-79;GAMA LUZ COMERCIO VAREJISTA LTDA;;PESSOA JURÍDICA;1252157 000016/2025;9492683;SIM;Vigente publicado;Serviço e Fornecimento;Aquisição de MATERIAIS ELÉTRICOS;;;;;;;2025-12-23;2025-12-24;2026-12-23;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=205152;65491,35;65491,35;65491,35
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GAMMA CORTINAS LTDA;11.568.355/0001-06;GAMMA CORTINAS LTDA;;PESSOA JURÍDICA;1259966 000015/2025;9468518;SIM;Vigente publicado;Serviço;O objeto do presente Termo de Contrato é a contratação do serviço de confecção de persianas para 16 ambientes da Sede do 33º BPM (lote 1)  em Betim/MG;;;;;;;2025-05-16;2025-05-17;2026-05-15;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195419;29000,0;29000,0;29000,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GASMAX DISTRIBUICAO COMERCIO E SERVICOS LTDA -EPP;71.398.697/0001-49;GASMAX DISTRIBUICAO COMERCIO E SERVICOS LTDA -EPP;;PESSOA JURÍDICA;1259965 000019/2025;9470023;SIM;Vigente publicado;Fornecimento;"GAS COMBUSTIVEL - NOMENCLATURA: GLP; APRESENTACAO: BOTIJAO DE 45 KG RETORNAVEL;";;;;;;;2025-06-05;2025-06-06;2026-12-31;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195733;11448,0;11448,0;3816,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GEO PARTICIPACOES S/A;01.346.849/0001-84;GEO PARTICIPACOES S/A;;PESSOA JURÍDICA;1259965 000009/2025;9460003;SIM;Vigente publicado;Fornecimento;FENO - TIPO: CAPIM TIFTON 85;;;;;;;2025-04-25;2025-04-28;2026-12-31;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194760;2124737,02;946904,44;814504,31
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GERAES DIAGNOSTICA LTDA;13.430.441/0001-75;GERAES DIAGNOSTICA LTDA;;PESSOA JURÍDICA;1255302 000086/2025;9470096;SIM;Vigente publicado;Fornecimento;AQUISIÇÃO DE REAGENTES E MATERIAIS PARA LABORATÓRIO;;;;;;;2025-06-09;2025-06-12;2026-06-12;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195788;25050,36;25050,36;13971,96
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GERAES DIAGNOSTICA LTDA;13.430.441/0001-75;GERAES DIAGNOSTICA LTDA;;PESSOA JURÍDICA;1255302 000382/2025;9485570;SIM;Vigente publicado;Fornecimento;Aquisição de REAGENTES E MATERIAIS PARA LABORATÓRIO II, sob a forma de entrega contínua, que deve ser executado conforme condições do Termo de Referência.;;;;;;;2025-11-27;2025-12-02;2026-12-02;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199817;35663,89;15819,57;6295,7
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GERAES DIAGNOSTICA LTDA;13.430.441/0001-75;GERAES DIAGNOSTICA LTDA;;PESSOA JURÍDICA;1255302 000382/2025;9485574;SIM;Vigente publicado;Fornecimento;Aquisição de REAGENTES E MATERIAIS PARA LABORATÓRIO II, sob a forma de entrega parcelada, que deve ser executado conforme condições do Termo de Referência.;;;;;;;2025-11-27;2025-12-02;2026-12-02;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199820;562,5;281,25;281,25
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;66.260.415/0001-02;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;;PESSOA JURÍDICA;1250084 000002/2025;9452436;SIM;Encerrado;Fornecimento;coletes;;;;;;;2025-02-24;2025-02-25;2026-02-25;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193776;49470,0;49470,0;49470,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;66.260.415/0001-02;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;;PESSOA JURÍDICA;1250084 000003/2025;9453477;SIM;Encerrado;Fornecimento;COLETE BALÍSTICO;;;;;;;2025-02-25;2025-02-26;2026-02-26;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193961;26387,0;26387,0;26387,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;66.260.415/0001-02;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;;PESSOA JURÍDICA;1250084 000010/2025;9456479;SIM;Encerrado;Fornecimento;Aquisição de Colete balístico.;;;;;;;2025-03-12;2025-03-13;2026-03-12;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194184;141825,0;141825,0;141825,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;66.260.415/0001-02;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;;PESSOA JURÍDICA;1250084 000015/2025;9458831;SIM;Encerrado;Fornecimento;AQUISIÇÃO DE COLETE DE PROTEÇÃO BALÍSTICA;;;;;;;2024-03-21;2025-03-24;2026-03-23;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194366;24740,0;24740,0;24740,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;66.260.415/0001-02;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;;PESSOA JURÍDICA;1250084 000020/2025;9458976;SIM;Encerrado;Fornecimento;COLETE DE PROTECAO BALISTICA ;;;;;;;2025-03-28;2025-03-31;2026-03-30;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194477;79156,0;79156,0;79156,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;66.260.415/0001-02;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;;PESSOA JURÍDICA;1250084 000028/2025;9468073;SIM;Encerrado;Fornecimento;COLETE BALÍSTICO;;;;;;;2025-05-06;2025-05-07;2026-05-07;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195192;95644,0;95644,0;95644,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;66.260.415/0001-02;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;;PESSOA JURÍDICA;1250084 000033/2025;9468533;SIM;Vigente publicado;Fornecimento;AQUISIÇÃO DE COLETE DE PROTEÇÃO BALÍSTICA - NÍVEL III A - MASCULINO - TAMANHO PEQUENO.;;;;;;;2025-05-16;2025-05-19;2026-05-18;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195422;618375,0;618375,0;618375,0
2025;1250;POLICIA MILITAR DE MINAS GERAIS;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;66.260.415/0001-02;GLAGIO DO BRASIL PROTECAO BALISTICA LTDA;;PESSOA JURÍDICA;1250084 000036/2025;9469657;SIM;Encerrado;Fornecimento;COLETE DE PROTEÇÃO BALÍSTICA,;;;;;;;2025-05-26;2025-05-27;2026-05-26;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195593;578952,0;578952,0;578952,0
